"시스템키","가로수길명","가로수길시작경도","가로수길시작위도","가로수길종료경도","가로수길종료위도","가로수종류","가로수수량","가로수길길이","식재년도","가로수길소개","도로명","도로종류","도로구간","관리기관전화번호","관리기관명","데이터기준일자","제공기관코드","제공기관명"
"3773","실학로","127.378051","36.20772","127.365345","36.200216","은행나무","48","1.6","","실학로","실학로","군도","구례교차로~두지삼거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3774","자진뱅이길","127.573993","36.19028","127.579598","36.181529","벚나무","105","1.6","2021","자진뱅이길","자진뱅이길","군도","군북산벚꽃축제장가는길","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3775","적벽강로","127.556091","36.064283","127.600622","36.047192","벚나무+베롱나무+맹가지배롱","676","7.7","2017","적벽강로","적벽강로","군도","부리중앞~적벽교","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3776","진악로","127.477002","36.103206","127.435528","36.045567","벚나무","1133","9.7","1997","진악로","진악로","군도","남이면사무소~진악산 광장","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3777","진산로","127.482259","36.11198","127.377207","36.148164","은행나무+벚나무","1278","11.3","1999","진산로","진산로","지방도","이슬공원~방축3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3778","창평로","127.556395","36.064258","127.508251","36.082302","이팝나무+노각나무","1014","7.8","2003","창평로","창평로","군도","부리중 앞~황풍다리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3779","청림동로","127.335767","36.1593","127.32518","36.133703","벚나무","120","4","1997","청림동로","청림동로","군도","태고사 입구~태고사 주차장","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3780","초미동길","127.430058","36.146181","127.442843","36.156018","소나무","20","2","2005","초미동길","초미동길","군도","만악2리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3781","추풍로","127.473202","36.177105","127.506054","36.225247","소나무","12","0.3","2005","추풍로","추풍로","군도","추부면 신평리(추부농공단지 앞)","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3782","느티골길","127.368983","36.081692","127.372831","36.062578","느티나무","481","4","1995","느티골길","느티골길","군도","휴양림 입구~휴양림","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3783","외곽순환도로","127.493207","36.114606","127.485234","36.117088","소나무","159","0.89","2017","외곽순환도로","외곽순환도로","군도","양전리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3784","일흔이재로","127.498535","36.12905","127.510686","36.14281","벚나무","706","4.17","2019","일흔이재로","일흔이재로","군도","내부리~천을리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3785","태고사로","127.363352","36.140174","127.318868","36.161931","벚나무","69","1.7","1997","태고사로","태고사로","지방도","태고사 입구~논산경계","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3786","복수로","127.378362","36.207371","127.398084","36.162711","소나무+은행나무+중국단풍+이팝나무+배롱나무+벚나무","685","15","1995","복수로","복수로","지방도","지량리~복수3거리~교촌리(대둔산산채보리밥)","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3787","금강로","127.500399","36.10239","127.50642","36.115057","메타세쿼이아+벚나무+이팝나무","395","5.5","2017","금강로","금강로","지방도","중도5거리~명암리~원골","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3788","금산로","127.486664","36.223223","127.513876","35.983625","이팝나무+플라타너스+소나무+벚나무+목백합","2707","26","2000","금산로","금산로","일반국도","추부터널~남일 신정리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3789","군북로","127.549298","36.111886","127.504793","36.227585","벚나무","1609","14","2000","군북로","군북로","지방도","제원농협~신평3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3790","다복로","127.454659","36.186886","127.402919","36.161653","중국단풍","139","6","","다복로","다복로","일반국도","마전네거리~복수삼거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3791","주공로 2","126.6032175","36.34411455","126.6076398","36.34013874","은행나무","","1500","","도로 좌우측에 은행나무가 있음","","","주공로25~주공로85","","","2022-11-30","4510000",""
"3792","중앙로","126.5839634","36.35077742","126.5836135","36.35235578","이팝나무","","450","","도로 좌측에 이팝나무가 있음","","","중앙로","","","2022-11-30","4510000",""
"3793","질재로 1","126.5835777","36.41481797","126.587047","36.4140543","은행나무","","5500","","도로 좌우측에 은행나무가 있음","","","주포사거리~질재로","","","2022-11-30","4510000",""
"3794","질재로 2","126.5883718","36.41467357","126.5946371","36.40925431","홍도화","","5500","","도로 좌우측에 배롱나무+홍도화가 있음","","","질재로","","","2022-11-30","4510000",""
"3795","질재로 3","126.5946371","36.40925431","126.5980314","36.40615901","벚나무","","5500","","도로 좌우측에 벚나무가 있음","","","질재로","","","2022-11-30","4510000",""
"3796","질재로 4","126.5980314","36.40615901","126.609292","36.40613539","이팝나무","","5500","","도로 좌우측에 이팝나무가 있음","","","질재로","","","2022-11-30","4510000",""
"3797","천변북길","126.5946208","36.34607243","126.5906031","36.34530069","벚나무","","1800","","도로 좌측에 벚나무가 있음","","","천변북길 37~남대천교","","","2022-11-30","4510000",""
"3798","청성로","126.6431272","36.37911754","126.6588715","36.34814134","단풍나무","","4400","","도로 좌우측에 단풍나무가 있음","","","청성로","","","2022-11-30","4510000",""
"3799","충서로 2(국도21호선)","126.631066","36.20272192","126.6287701","36.20516012","이팝나무","","42200","","도로에 이팝나무가 있음","","","충서로","","","2022-11-30","4510000",""
"3800","터미널길 2","126.5890161","36.34167249","126.5881056","36.34464888","중국단풍","","350","","도로 좌우측에 중국단풍이 이음","","","터미널길","","","2022-11-30","4510000",""
"3801","해수욕장10길","126.5084504","36.32184168","126.5069174","36.32091901","이팝나무","","1000","","도로 좌우측에 이팝나무가 있음","","","해수욕장10길","","","2022-11-30","4510000",""
"3802","해수욕장12길","126.5092299","36.31841569","126.5106607","36.31941952","이팝나무+메타세쿼이아","","230","","도로 좌측에 이팝나무+우측에 이팝나무+메타세쿼이아가 있음","","","해수욕장12길","","","2022-11-30","4510000",""
"3803","월전로 3","126.5824428","36.29239407","126.5752824","36.28822772","배롱나무","","7500","","도로 좌우측에 배롱나무가 있음","","","월전로","","","2022-11-30","4510000",""
"3804","작은오랏3길","126.6044444","36.34540883","126.6032175","36.34411455","감나무+은행나무","","500","","도로 좌측에 감나무+우측에 은행나무가 있음","","","작은오랏3길~주공로25","","","2022-11-30","4510000",""
"3805","주공로 1","126.6020127","36.34544185","126.6032175","36.34411455","감나무","","1500","","도로 좌우측에 감나무가 있음","","","대청로~주공로25","","","2022-11-30","4510000",""
"3806","21호선 구도로","126.6454763","36.38101595","126.6502289","36.38568816","은행나무","","670","","도로 좌측에 은행나무가 있음","","","대청로","","","2022-11-30","4510000",""
"3807","고잠2길 1","126.5153788","36.31621336","126.5156218","36.31226798","소나무+메타세쿼이아","","1200","","도로 좌측에 소나무+메타쉐쿼이아+도로 우측에 소나무가 있음","","","고잠2길","","","2022-11-30","4510000",""
"3808","고잠2길 2","126.5156218","36.31226798","126.5125559","36.31598819","이팝나무","","1200","","도로 좌우측에 이팝나무가 있음","","","고잠2길","","","2022-11-30","4510000",""
"3809","공영주차장 둘레","126.517255","36.31564054","126.5188869","36.31188764","이팝나무+메타세쿼이아","","520","","도로 좌우측에 이팝나무+메타쉐쿼이아가 있음","","","공영주차장","","","2022-11-30","4510000",""
"3810","남포방조제로 1(지방도607호)","126.5264237","36.31052837","126.5296362","36.30072244","벚나무","","8300","","도로 좌우측에 벚나무가 있음","","","대해로~남포방조제로","","","2022-11-30","4510000",""
"3811","달푸미길","126.5115662","36.31951063","126.512806","36.32028611","이팝나무","","260","","도로 우측에 이팝나무가 있음","","","대천항로~달푸미길","","","2022-11-30","4510000",""
"3812","대창증산로 2","126.5902494","36.19423483","126.5951078","36.18093347","배롱나무","","6100","","도로 좌우측에 배롱나무가 있음","","","대창증산로","","","2022-11-30","4510000",""
"3813","대천항로 1(시도36호선)","126.5092328","36.32730372","126.5089733","36.322724","느티나무+중국단풍","","3800","","도로 좌우측에 느티나무+중국단풍이 있음","","","대천항중앙길~대천항로","","","2022-11-30","4510000",""
"3814","대해로 3","126.5881188","36.34112327","126.5875872","36.34484303","메타세쿼이아+벚나무","","500","","도로 우측에 메타쉐워이아+벚나무가 있음","","","대해로","","","2022-11-30","4510000",""
"3815","대해로 4","126.5858346","36.34212497","126.5866953","36.34054314","소나무","","190","","도로 좌측에 소나무가 있음","","","대해로","","","2022-11-30","4510000",""
"3816","도흥길 2","126.6997508","36.24674547","126.695223","36.23796245","배롱나무","","4800","","도로 좌우측에 배롱나무가 있음","","","도흥길","","","2022-11-30","4510000",""
"3817","동대로","126.6138111","36.35722727","126.6175692","36.34677572","이팝나무","","1400","","도로 좌우측에 이팝나무가 있음","","","동대로","","","2022-11-30","4510000",""
"3818","만수로 1(지방도606호선)","126.5965922","36.24477124","126.6108966","36.25832258","벚나무+느티나무","","9600","","도로 좌측에 벚나무+우측에 벚나무와 느티나무가 있음","","","만수로","","","2022-11-30","4510000",""
"3819","만수로 4","126.6373409","36.29179719","126.6350188","36.29399178","느티나무","","1300","","도로 좌우측에 느티나무가 있음","","","만수로","","","2022-11-30","4510000",""
"3820","머드로 2","126.5108563","36.31554012","126.5069174","36.32091901","이팝나무","","2000","","도로 좌우측에 이팝나무가 있음","","","머드로","","","2022-11-30","4510000",""
"3821","명암1길","126.6148412","36.34415195","126.6169648","36.34637377","이팝나무","","500","","도로 좌우측에 이팝나무가 있음","","","명암1길","","","2022-11-30","4510000",""
"3822","번영로","126.5930245","36.35180649","126.5942138","36.35337416","감나무","","400","","도로 좌우측에 감나무가 있음","","","번영로~보령북로","","","2022-11-30","4510000",""
"3823","성주산로 3(국도40호선)","126.632051","36.33689533","126.6379344","36.33511576","벚나무","","1700","","도로 좌우측에 벚나무가 있음","","","성주산로","","","2022-11-30","4510000",""
"3824","신구유곡로","126.5951078","36.18093347","126.6116997","36.17336893","배롱나무","","6100","","도로 좌우측에 배롱나무가 있음","","","신구유곡로","","","2022-11-30","4510000",""
"3825","옥마로","126.6263824","36.33736272","126.6231634","36.33395112","벚나무","","4400","","도로 우측에 벚나무가 있음","","","옥마로","","","2022-11-30","4510000",""
"3826","옥마벚길","126.6239321","36.32965238","126.632051","36.33689533","벚나무+단풍나무","","3100","","도로 좌우측에 벚나무+단풍나무가 있음","","","옥마벚길","","","2022-11-30","4510000",""
"3827","월전로 1","126.6048936","36.30525505","126.5963004","36.30239251","벚나무","","7500","","도로 좌우측에 벚나무가 있음","","","월전로","","","2022-11-30","4510000",""
"3828","월전로 2","126.5953546","36.30008871","126.5848699","36.29410161","배롱나무","","7500","","도로 좌우측에 배롱나무가 있음","","","월전로","","","2022-11-30","4510000",""
"3829","해안도로","126.6574676","36.0914667","126.6503385","36.0931098","배롱나무","140","1.1","2012","서천읍에서 서해 바다로 진입하는 도로로써 쾌적한 가로 경관 조성","군도5호","군도","종천면 장구리~종천면 장구리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3830","장항산단진입도로","126.6899177","36.0389901","126.7089639","36.0384745","산딸나무","590","2","2013","장항역과 장항산림욕장 사이의 도로로써 아름다운 가로 경관 조성","군도18호","군도","마서면 덕암리~마서면 옥북리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3831","춘장대 개촉도로","126.5538556","36.1549152","126.5261507","36.1622757","배롱나무 341주, 피라칸사스 16,300주","16641","2.5","2014","춘장대 해수욕장으로 가는 도로로 특색있는 가로 경관 조성","군도2호","군도","서면 신합리~서면 도둔리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3832","신성리 갈대받 진입도로","126.826366","36.0784199","126.8619347","36.0682385","반송 312주, 화살나무 13,512주","13824","2","2015","신성리갈대밭에 진입하는 도로로 녹색가로 경관 조성","지방도613호","지방도","한산면 동산리~한산면 신성리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3833","판교 흥림저수지 진입도로","126.6919797","36.1670669","126.6914136","36.155011","왕벚나무","130","1.3","2017","산벚꽃축제가 열리는 판교의 지역적 특색과 조화로운 가로 경관 조성","군도27호","군도","판교면 판교리~판교면 현암리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3834","종천농공단지 진입도로","126.702963","36.110298","126.7005677","36.1093338","이팝나무","210","1.6","2018","종천농공단지에 진입하는 도로로써 쾌적한 가로경관 조성","군도4호","군도","서천읍 화성리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3835","산단가는도로","126.691695","36.058966","126.691741","36.056398","이팝나무","200","0.8","2019","국가생태산업단지를 집입하는 도로 경관 조성","지방도611호","지방도","마서면 계동리 ~ 옥북리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3836","신송로","126.662312","36.080957","126.659442","36.086194","배롱나무","138","0.7","2019","서해안 해안변을 지나는 배롱나무 길 조성","국도5호","군도","서천읍 신송리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3837","산업단지 진입도로","126.691757","36.038639","126.682735","36.040075","왕벚나무","275","2","2020","산업단지 진입도로 경관 조성","장항생태산업단지진입도로","장항생태산업단지진입도로","서천읍 군사리 ~ 마서면 남전리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3838","송림욕장 진입도로","126.666232","36.027577","126.667732","36.024883","메타세쿼이아","176","0.9","2021","송림욕장 진입도로 경관 조성","국지도68호","국지도","장항읍 장암리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
"3839","치유의숲 진입도로","126.657238","36.112086","126.659967","36.114857","칠자화","117","0.4","2021","치유의숲 진입도로 경관 조성","농어촌도로 201호선","농어촌도로","종천면 종천리","041-950-4441","공공시설사업소","2021-07-01","4580000",""
